distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
1.14520471998965,1237662225681875305,196.229117196294,39.9069046186097,20.36486,21.305,19.7622,19.07758,18.84491,0.4343641,0.06346486,0.02319181,0.02128198,0.04677066,0.1036208,0.08074065,0.05585601,0.041507,0.03087359
1.54013478122299,1237662225681875609,196.209828492049,39.9395979256164,18.62696,21.50083,19.76695,19.11819,18.71716,0.2833369,0.1021398,0.03074529,0.02203871,0.04800849,0.1065562,0.08302785,0.05743828,0.0426828,0.03174816
4.21643098984956,1237664295294141082,196.286624734574,39.8657156699892,25.52564,22.29419,20.99291,19.82062,19.49326,0.6268959,0.1601297,0.05688803,0.03351003,0.07220363,0.09370182,0.07301183,0.05050924,0.03753378,0.02791824
4.28706011834053,1237662225681874958,196.171243210966,39.9753373441775,19.46416,18.27896,17.65115,17.32007,17.29332,0.03748824,0.008289928,0.007614071,0.008963656,0.023278,0.1062847,0.08281633,0.05729195,0.04257406,0.03166728
4.47440784855804,1237664295294140649,196.232744223791,39.8504385111236,21.42792,19.91541,19.1688,18.88108,18.59055,0.1810997,0.02252955,0.01760784,0.01913719,0.06138572,0.09138052,0.07120308,0.04925796,0.03660395,0.02722661
4.76920935745853,1237662225681875891,196.153412350252,39.9716455236596,25.29913,23.1169,20.86432,19.92678,20.14007,0.794628,0.2202428,0.0865705,0.05936426,0.1565357,0.106409,0.08291316,0.05735894,0.04262384,0.03170431
4.77345121735662,1237662225681875073,196.146802624665,39.9638609242763,18.61866,17.43891,16.71119,16.28151,15.95772,0.03448393,0.006869039,0.005463582,0.005720533,0.01318085,0.105951,0.08255634,0.05711209,0.0424404,0.03156786
4.77939304289997,1237662225681874957,196.1646819237,39.9819071547847,19.2404,17.97909,17.42516,17.07847,17.14276,0.04583551,0.008306829,0.00673357,0.007074402,0.01654698,0.1058575,0.08248345,0.05706167,0.04240293,0.03153999
4.89516593079991,1237662225681875083,196.180771807995,39.9940596519286,21.12235,18.48138,17.55038,17.0836,16.70563,0.2424011,0.0100199,0.006880999,0.006841983,0.01383885,0.1051649,0.08194376,0.05668831,0.04212549,0.03133363
5.0285232351166,1237662225681875181,196.128079975197,39.9278594109732,19.22486,21.33399,19.36282,18.72007,18.38166,0.2503191,0.06075447,0.01794122,0.01575501,0.0432394,0.1031968,0.08041025,0.05562744,0.04133715,0.03074725
5.05465922322589,1237664295294141153,196.299903957759,39.8557215665009,21.33735,21.6408,20.70506,19.47862,19.17281,0.5739025,0.1339442,0.04876889,0.02995761,0.08117484,0.09170561,0.0714564,0.0494332,0.03673417,0.02732347
5.08205886673425,1237662225681875159,196.318267395959,39.9825667296548,19.79009,18.14585,17.67569,17.35986,17.28126,0.06471152,0.009154812,0.008355496,0.009833287,0.02957491,0.09138766,0.07120864,0.04926181,0.0366068,0.02722874
5.19202146097168,1237664295294140471,196.159818894139,39.8620475672734,19.9735,18.36875,17.53984,17.12665,16.82823,0.06565045,0.007599832,0.005983625,0.005881866,0.01460264,0.09375058,0.07304982,0.05053553,0.03755331,0.02793276
5.20810271040378,1237662225681875060,196.147154098236,39.9774564081749,17.49717,15.78119,14.91945,14.43688,13.98436,0.01872867,0.00307469,0.002528374,0.002515245,0.003722548,0.1059882,0.08258529,0.05713212,0.04245529,0.03157894
5.49974667511678,1237664295294075183,196.139351125576,39.8724388214856,20.46669,18.44379,17.62881,17.24427,17.12277,0.07157315,0.009389804,0.007239547,0.006898345,0.01830293,0.09648782,0.07518265,0.05201101,0.03864976,0.02874832
5.64255314502893,1237664295294075182,196.141532664427,39.8662311058131,18.65365,16.88794,16.04593,15.63036,15.3391,0.03135014,0.004126685,0.003369202,0.003281497,0.006543132,0.0949742,0.07400326,0.05119511,0.03804345,0.02829734
5.80793975105114,1237662225681875866,196.12201048801,39.9643956110842,21.17661,23.1347,21.64532,20.7791,19.952,1.282528,0.3943696,0.1367831,0.06973195,0.1567086,0.1038845,0.08094613,0.05599815,0.04161263,0.03095215
5.87051344804263,1237664295294140540,196.333393535942,39.8606080771428,19.15382,17.79993,16.96074,16.54086,16.18817,0.03790561,0.00564288,0.004512127,0.004409097,0.009509467,0.08844892,0.0689188,0.04767771,0.03542965,0.02635315
5.90000828471331,1237662225681810229,196.115132232214,39.9548587373017,23.36067,22.7133,20.84755,19.86188,19.88654,0.9049169,0.2074194,0.1137455,0.04854245,0.09822496,0.1027837,0.08008834,0.05540474,0.04117166,0.03062415
6.27960572834046,1237664295294141309,196.344244176279,39.8599603001795,23.32401,22.36528,20.28052,19.26966,19.02258,0.8652889,0.1008103,0.03563656,0.02177748,0.05398848,0.08681734,0.06764748,0.04679821,0.03477609,0.02586702
6.29599979096324,1237662225681810403,196.106398267267,39.9555571838709,20.35954,22.81046,20.16245,19.28738,18.67208,0.5872358,0.4371179,0.0677236,0.03481228,0.06722534,0.1018976,0.07939788,0.05492709,0.04081671,0.03036014
7.0259054453874,1237662225681875117,196.228094133981,40.0418157759072,19.66228,17.82938,16.84358,16.431,16.15289,0.06733997,0.007016998,0.004772669,0.004914392,0.009465719,0.09499358,0.07401836,0.05120556,0.03805122,0.02830311
